"Address","Occurrences","H2-1","H2-1 Length","H2-2","H2-2 Length","Indexability","Indexability Status"
"https://sanatkaravani.com/bir-intikam-hikayesi-alef/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/dizi/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/2021-drone-fotograf-yarismasindan-odullu-kareler/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/jean-rhys/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/emil-otto-hoppe/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/hayata-tutunmaya-calisanlarin-sesi-ken-loach/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/dream-theather/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/space-dye-vest/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/beni-olmak-acisiyla-yalniz-birak-sohrab-sepehri/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/scenes-from-a-memory/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/genis-genis-bir-deniz/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/cigdem-aslan/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tam-70-yil-oldu-yilan-hala-olmedi-yasar-kemal-yilani-oldurseler/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/dunyanin-gunumuzdeki-en-unlu-20-lokasyonu/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/progresif-rock/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/izlemeye-doyamadigimiz-30-cnbc-e-dizisi/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/liste/page/2/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/italyanin-az-bilinen-7-sahil-kasabasi/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/izlemeniz-gereken-10-bilim-kurgu-dizisi/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tarihe-damga-vurmus-en-unlu-20-heykel/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tum-zamanlarin-en-unlu-20-ressami-ve-populer-tablolari/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/gecmisten-gunumuze-efsanevi-yonetmenler-ve-filmleri/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/liste/page/3/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/tag/papa-emeritus/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/ghost-band/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/evreni-anlamaniza-yardimci-olacak-25-populer-bilim-kitabi/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/mimar-sinan/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/istanbul/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/bilim/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/author/janberkatici/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/author/safakgulpinar/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/author/alikaptan/","0","","0","","0","Non-Indexable","noindex"
"https://sanatkaravani.com/author/pinardemir/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/author/soykankomurcu/","0","","0","","0","Non-Indexable","noindex"
"https://sanatkaravani.com/author/aslihanyildiz/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/var-olmak-dayanilmaz-bir-agirliktir-kefernahum/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/author/haticeuzunoglu/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/ulasilamayacak-bir-hayalin-pesinden-kosmak-david-lynch/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/olum-huzura-giden-yoldur-the-fountain-kaynak/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/var-olmanin-mutsuzlugu-uzerine-bir-film-sonsuzluk-uzerine/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/filme-gitmeden-once-dune-evreni/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/isigin-getirdigi-olum-the-lighthouse/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/fotograf/page/14/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/toplumsal-bellegi-aciga-cikarmak-patrick-zahmann/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/__trashed-3/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/sinema/page/2/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/category/fotograf/page/2/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/category/sinema/page/5/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/iyi-fotograflar-hayatin-ozunden-bir-seyler-anlatir-bert-hardy/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/bir-kadinin-huznunu-resme-sigdirmak-bakmak-ve-gormek-arasinda-ramon-casas/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/fotograf/page/3/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/category/resim/page/2/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/alexandre-cabanel-ve-dusen-bir-melegi-anlamak/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/unlu-ressamlarin-eserlerini-kolay-anlama-kilavuzu-ii/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/unlu-ressamlarin-eserlerini-kolay-anlama-kilavuzu-i/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/cagdas-turk-resim-tarihi-gelisimi-ressamlar-ve-eserleri/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/pistoletto-ve-yoksul-sanat/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/oglunu-oldurmek-ilya-repin/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/resim/page/5/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/category/resim/page/3/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/aya-kendisiyle-birlikte-dunyadan-8-sanatciyi-goturecek-adam-yusaku-maezawa/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/seyredilene-bakmak-leon-gerome/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/memlekette-zelzele-disarida-harp-ben-sana-asigim-sait-faik/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/kusurlarin-guzelligi-kintsugi/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/genel/page/2/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/category/tasarim/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/bir-fotografa-tum-yasanmisliklari-sigdirmak-kazuo-kitai/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/vincent-van-goghun-kesik-kulaginin-gizemi/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/fotograf-bir-adanma-bicimidir-artur-pastor/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/japon-sanati-bon-sai/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/arno-gruen-normalligin-deliligi/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/modern-hayati-reddenler-amish-toplumu/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tiptan-sanata-anatomik-nakis-amber-griffiths/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/sezgi-olmadan-sanat-olmaz-edward-hartwig/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/unlu-klasik-muzik-eserlerinin-uretim-hikayeleri/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/independenta-gore-en-iyi-40-album/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/author/ahuakkaya/page/2/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/erdil-yasaroglunun-ilk-sergisi-oyun/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/ilk-anitsal-nu-heykeli-knidos-afroditi/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/sinema/page/3/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/theo-angelopoulosla-sinemasal-zaman-yolculugu/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/sokak-sanatini-mitolojiyle-harmanlayan-ikili-pichi-avo/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/zhanna-kadyrovanin-domestik-heykelleri/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/heykel/page/2/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/insanligin-degerlerini-simgeleyen-devasa-eller-lorenzo-quinn/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tarihi-algiyi-yeniden-sekillendiren-uraldaki-erken-sanat-eseri-shigir-idolu/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/bir-huznun-hikayesi-60-cift-ayakkabi/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/bobinskinin-adasi-etkilesimli-kinetik-heykel/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/fotograf-yarismasi/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/siena/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/muzik/page/3/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/tag/haruki-murakami/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/oscars/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/muzik/page/2/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/tag/drive-my-car/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/ey-kor-ac-gozunu-de-duslerden-uyan-ihsan-oktay-anar/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/b-russell-mutlu-olmak-hala-mumkun-mudur/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/hayat-yolunda-dumenini-kiran-bir-denizci-martin-eden/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/kendi-pesimi-bile-biraktim-sait-faik-abasiyanik/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/author/figencelebi/page/2/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/butun-omrum-bir-mercimek-corbasina-fedadir-knut-hamsun/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/yasamak-yeterince-zor-olmekse-buyuk-is-john-fante/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/sonuna-kadar-git-be-insan-zorba/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/matt-haig/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/gece-yarisi-kutuphanesi/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/her-kadinin-gonlunde-bir-fasist-yatar-sylvia-plath/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/sylvia-plath/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/queen/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/neyiz-biz-insan-mi-hayvan-mi-william-golding/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/kool-and-the-gang/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/abba/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/bee-gees/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/boney-m/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/ey-tanri-ne-yazik-ki-sana-yabancidir-benim-aglamalarim-furug-ferruhzad/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/modern-talking/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/author/kubragaburga/page/2/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/osmanlida-bati-tiyatrosunun-tarihi-ve-gelisimi/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/iskandinav-norse-mitolojisi-baslica-tanrilar-tanricalar-ve-efsaneler/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/fevkalade-doneme-mustesna-bakis-kulup/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/tiyatro/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/author/kubragaburga/page/7/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/author/kubragaburga/page/3/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/tag/kurt-cobain/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/metallica/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/iron-maiden/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/mario-de-biasi/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/italyan-yeni-gercekciligi/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/author/aylinasar/page/3/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/author/aylinasar/page/2/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/tag/grunge/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/eddie-vedder/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/aynanin-soylediklerine-kulak-ver-persona/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/humanist-fotografcilik/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/sabine-weiss/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tanrinin-yarattigi-sonsuzluk-zaman/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/kadin-fotografci/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/pasif-bir-nihilizm-bicimi-olarak-oblomovluk/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/bu-siirin-bitmesini-istemiyorum-mahmud-dervis/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/mo-yan/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/kizil-dari-tarlalari/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/edebiyat/page/8/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/tag/dekadans/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/zebercet/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/yusuf-atilgan/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/edebiyat/page/3/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/tag/anayurt-oteli/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/peyami-safa/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/edebiyat/page/2/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/tag/yalnizlik/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/rock/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/folk/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/pop/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/yalniz-asiklar-hayatta-kalir/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/only-lovers-left-alive/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/sehrimin-tadi-kurtulus-semti/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/kahve-kokulu-yesil-kasaba-salento/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/author/lidya/page/2/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/askeri-bir-us-iken-sanatin-ozgur-kalesine-donusmus-metelkova-2/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/jim-jarmusch/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/zamana-taniklik-edip-yolumuza-isik-tutan-edebiyat-dergilerimiz/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/ukraynanin-avrupai-ve-masalsi-sehri-lviv/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/pugliada-konik-bir-beyaz-kasaba-alberobello/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/author/lidya/page/3/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/kendi-tanrisini-arayanlarin-grotesk-filmi-el-topo/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/author/sevilates/page/19/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/author/sevilates/page/3/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/author/sevilates/page/2/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/tum-yenilmislerin-temsil-edildigi-bir-arena-boga-guresleri-el-toro/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/seyahat/page/3/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/evden-gezebileceginiz-online-muze-ve-yerler/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/dmitri-kessel/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/unlu-tablolar/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/category/seyahat/page/2/","1","Posts pagination","16","","0","Indexable",""
"https://sanatkaravani.com/tag/vincent-van-gogh/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/dali/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/edvard-munch/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/stanley-kubrick/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/quentin-tarantino/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/tarkovsky/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/alternatif-bagimsiz-muzik/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/indie/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/unlu-yonetmenler/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/2000lerin-unlu-pop-hip-hop-sarkilari/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/akira-kurosawa/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/darren-aronofsky/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/theo-angelopoulos/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/gecmisten-gunumuze-klasik-rockin-efsane-gruplari/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/bergman/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/90larin-ikoniklesmis-10-turkce-albumu/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/gecmisten-gunumuze-efsanevi-metal-gruplari/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/uzay-zaman/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/michio-kaku/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/carl-sagan/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/stephen-hawking/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/hayatini-insanlara-adamis-bir-cumhuriyet-kadini-turkan-saylan/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/bilim-kitaplari/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/kozmos/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/anadolunun-cevheri-huseyin-yilmaz/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/nasa-goruntu-kutuphanesinden-kareler/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/orta-cagda-bilge-bir-kadin-hildegard-von-bingen/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/bilimi-yogururken-olumu-tadan-kadin-marie-curie/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/dunyayi-felakete-surukleyen-bir-bilim-adami-thomas-midgley/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/milyarlik-elma-steve-jobs/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/filmlerin-mistik-dili-renk/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/bizi-biz-yapan-oyuncaklar-lego/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/surpriz-seven-tasarimci-richard-sapper/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/mutlu-olmanin-formulu-mutlu-olmadigini-fark-etmek/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/boceklerin-babasi-ferdinand-porsche/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tartismak-dogru-icin-mi-kazanmak-icin-mi-schopenhauer/","0","","0","","0","Indexable",""
"https://sanatkaravani.com/tag/gossip-girl/","0","","0","","0","Indexable",""
