"Address","Content Type","Status Code","Status","Crawl Depth","Inlinks"
"https://wa.me/?text=İtalyan%20Yeni%20Gerçekçiliğinde%20Bir%20Fotoğrafçı%20/%20Mario%20De%20Biasi%20https://sanatkaravani.com/italyan-yeni-gercekciliginde-bir-fotografci-mario-de-biasi/","text/html; charset=utf-8","400","Bad Request","2","9"
"https://twitter.com/intent/tweet?text=70’ler,%2080’ler%20ve%2090’ların%20Popüler%20Yabancı%20Şarkıları!&via=sanatkaravani&url=https://sanatkaravani.com/70ler-80ler-ve-90larin-populer-yabanci-sarkilari/","text/html; charset=UTF-8","403","Forbidden","2","14"
"http://sanatkaravani.store/","text/html; charset=UTF-8","301","Moved Permanently","2","1445"
"https://wa.me/?text=Bir%20Dans%20Manifestosu:%20Körkütük%20https://sanatkaravani.com/bir-dansa-davet-manifestosu-korkutuk/","text/html; charset=utf-8","400","Bad Request","2","8"
"https://wa.me/?text=Zebercet%20ya%20da%20Modern%20Dekadansın%20Öyküsü%20https://sanatkaravani.com/zebercet-ya-da-modern-dekadansin-oykusu/","text/html; charset=utf-8","400","Bad Request","2","10"
"https://wa.me/?text=Geride%20Kalanların%20Yolculuğu%20/%20Drive%20My%20Car%20https://sanatkaravani.com/geride-kalanlarin-yolculugu-drive-my-car/","text/html; charset=utf-8","400","Bad Request","2","7"
"https://twitter.com/intent/tweet?text=Değişen%20Endüstriyel%20Dünyayı%20Kadraja%20Sığdırmak%20/%20Emil%20Otto%20Hoppé&via=sanatkaravani&url=https://sanatkaravani.com/degisen-endustriyel-dunyayi-kadrajina-alan-fotografci-emil-otto-hoppe/","text/html; charset=UTF-8","403","Forbidden","2","11"
"https://twitter.com/intent/tweet?text=Mimar%20Sinan%20ve%20Günümüz%20İstanbul%20Silüeti&via=sanatkaravani&url=https://sanatkaravani.com/mimar-sinan-ve-gunumuz-istanbul-silueti/","text/html; charset=UTF-8","403","Forbidden","2","10"
"https://wa.me/?text=Modern%20Dünyada%20Vampir%20Olmak:%20Yalnız%20Aşıklar%20Hayatta%20Kalır%20https://sanatkaravani.com/modern-dunyada-vampir-olmak-yalniz-asiklar-hayatta-kalir/","text/html; charset=utf-8","400","Bad Request","2","9"
"https://twitter.com/intent/tweet?text=Geniş%20Geniş%20Bir%20Deniz%20/%20Jean%20Rhys&via=sanatkaravani&url=https://sanatkaravani.com/genis-genis-bir-deniz-jean-rhys/","text/html; charset=UTF-8","403","Forbidden","2","10"
"https://twitter.com/intent/tweet?text=Modern%20Dünyada%20Vampir%20Olmak:%20Yalnız%20Aşıklar%20Hayatta%20Kalır&via=sanatkaravani&url=https://sanatkaravani.com/modern-dunyada-vampir-olmak-yalniz-asiklar-hayatta-kalir/","text/html; charset=UTF-8","403","Forbidden","2","13"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/genis-genis-bir-deniz-jean-rhys/","","0","Blocked by robots.txt","2","10"
"https://twitter.com/intent/tweet?text=Yeni%20Yollar%20Keşfedeceğiniz%2030%20Alternatif/Bağımsız%20Şarkı!&via=sanatkaravani&url=https://sanatkaravani.com/alternatif-bagimsiz-sarki-listesi/","text/html; charset=UTF-8","403","Forbidden","2","13"
"https://wa.me/?text=Lanetlenmiş%20Bir%20Sirk%20Bandosu:%20GHOST%20https://sanatkaravani.com/lanetlenmis-bir-sirk-bandosu-ghost/","text/html; charset=utf-8","400","Bad Request","2","5"
"https://twitter.com/intent/tweet?text=Dünya%20Dillerini%20Şarkılarında%20Buluşturan%20Sanatçı:%20Çiğdem%20Aslan&via=sanatkaravani&url=https://sanatkaravani.com/dunya-dillerini-sarkilarinda-bulusturan-sanatci-cigdem-aslan/","text/html; charset=UTF-8","403","Forbidden","2","11"
"https://twitter.com/intent/tweet?text=Mutlu%20Aşk%20Yoktur%20/%20Louis%20Aragon&via=sanatkaravani&url=https://sanatkaravani.com/mutlu-ask-yoktur-louis-aragon/","text/html; charset=UTF-8","403","Forbidden","2","11"
"https://wa.me/?text=Yalnızlık%20Varoluşsaldır%20/%20Peyami%20Safa%20https://sanatkaravani.com/yalnizlik-varolussaldir-peyami-safa/","text/html; charset=utf-8","400","Bad Request","2","9"
"https://fonts.googleapis.com/css?family=Montserrat%3Aregular%2C500%2C600%2C700|Work+Sans%3Aregular%2C500%2C600%2C700&subset&display=swap&ver=1.6.9","text/css; charset=utf-8","200","OK","2","0"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/geride-kalanlarin-yolculugu-drive-my-car/","","0","Blocked by robots.txt","2","11"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/modern-dunyada-vampir-olmak-yalniz-asiklar-hayatta-kalir/","","0","Blocked by robots.txt","2","13"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/lanetlenmis-bir-sirk-bandosu-ghost/","","0","Blocked by robots.txt","2","9"
"https://wa.me/?text=Cennetten%20Gelen%20Bir%20Ses:%20Anneke%20https://sanatkaravani.com/cennetten-gelen-bir-ses-anneke/","text/html; charset=""utf-8""","302","Found","2","8"
"https://twitter.com/intent/tweet?text=Evrensel%20Ezgileriyle%20Genç%20Müzisyenlerin%20İlham%20Kaynağı-%20Alper%20Tuzcu&via=sanatkaravani&url=https://sanatkaravani.com/evrensel-ezgileriyle-genc-muzisyenlerin-ilham-kaynagi-alper-tuzcu/","text/html; charset=UTF-8","403","Forbidden","2","10"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/cennetten-gelen-bir-ses-anneke/","","0","Blocked by robots.txt","2","12"
"https://twitter.com/intent/tweet?text=Lanetlenmiş%20Bir%20Sirk%20Bandosu:%20GHOST&via=sanatkaravani&url=https://sanatkaravani.com/lanetlenmis-bir-sirk-bandosu-ghost/","text/html; charset=UTF-8","403","Forbidden","2","9"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/dunya-dillerini-sarkilarinda-bulusturan-sanatci-cigdem-aslan/","","0","Blocked by robots.txt","2","11"
"https://twitter.com/intent/tweet?text=Bir%20Dans%20Manifestosu:%20Körkütük&via=sanatkaravani&url=https://sanatkaravani.com/bir-dansa-davet-manifestosu-korkutuk/","text/html; charset=UTF-8","403","Forbidden","2","12"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/evrensel-ezgileriyle-genc-muzisyenlerin-ilham-kaynagi-alper-tuzcu/","","0","Blocked by robots.txt","2","10"
"https://wa.me/?text=Evrensel%20Ezgileriyle%20Genç%20Müzisyenlerin%20İlham%20Kaynağı-%20Alper%20Tuzcu%20https://sanatkaravani.com/evrensel-ezgileriyle-genc-muzisyenlerin-ilham-kaynagi-alper-tuzcu/","text/html; charset=utf-8","400","Bad Request","2","7"
"https://twitter.com/intent/tweet?text=Geride%20Kalanların%20Yolculuğu%20/%20Drive%20My%20Car&via=sanatkaravani&url=https://sanatkaravani.com/geride-kalanlarin-yolculugu-drive-my-car/","text/html; charset=UTF-8","403","Forbidden","2","11"
"https://www.googletagmanager.com/gtag/js?id=G-YXJ36SB7YF","application/javascript; charset=UTF-8","200","OK","2","0"
"https://wa.me/?text=Değişen%20Endüstriyel%20Dünyayı%20Kadraja%20Sığdırmak%20/%20Emil%20Otto%20Hoppé%20https://sanatkaravani.com/degisen-endustriyel-dunyayi-kadrajina-alan-fotografci-emil-otto-hoppe/","text/html; charset=utf-8","400","Bad Request","2","7"
"https://twitter.com/intent/tweet?text=Savaşın%20ve%20Yıkımların%20Ortasında%20Bir%20Fotoğrafçı%20/%20Dmitri%20Kessel&via=sanatkaravani&url=https://sanatkaravani.com/savasin-ve-yikimlarin-ortasinda-bir-fotografci-dmitri-kessel/","text/html; charset=UTF-8","403","Forbidden","2","12"
"https://wa.me/?text=Dünya%20Dillerini%20Şarkılarında%20Buluşturan%20Sanatçı:%20Çiğdem%20Aslan%20https://sanatkaravani.com/dunya-dillerini-sarkilarinda-bulusturan-sanatci-cigdem-aslan/","text/html; charset=utf-8","400","Bad Request","2","7"
"https://twitter.com/intent/tweet?text=Gönül%20Ehli%20Bir%20Grunger%20Derviş%20–%20Eddie%20Vedder&via=sanatkaravani&url=https://sanatkaravani.com/gonul-ehli-bir-grunger-dervis-eddie-vedder/","text/html; charset=UTF-8","403","Forbidden","2","14"
"https://wa.me/?text=Savaşın%20ve%20Yıkımların%20Ortasında%20Bir%20Fotoğrafçı%20/%20Dmitri%20Kessel%20https://sanatkaravani.com/savasin-ve-yikimlarin-ortasinda-bir-fotografci-dmitri-kessel/","text/html; charset=utf-8","400","Bad Request","2","9"
"https://wa.me/?text=Progresif%20Rock’ın%20Dahileri:%20Dream%20Theather%20https://sanatkaravani.com/progresif-rockin-dahileri-dream-theather/","text/html; charset=utf-8","400","Bad Request","2","8"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/buyulu-gercekligin-pesinde-bir-yazar-mo-yan/","","0","Blocked by robots.txt","2","12"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/70ler-80ler-ve-90larin-populer-yabanci-sarkilari/","","0","Blocked by robots.txt","2","14"
"https://wa.me/?text=2021%20Siena%20Uluslararası%20Fotoğraf%20Yarışması%20Kazananları!%20https://sanatkaravani.com/2021-siena-uluslararasi-fotograf-yarismasi-kazananlari/","text/html; charset=utf-8","400","Bad Request","2","6"
"https://twitter.com/intent/tweet?text=Hümanist%20Fotoğrafçılığın%20“Yaratıcı%20Kadını”%20Sabine%20Weiss&via=sanatkaravani&url=https://sanatkaravani.com/humanist-fotografciligin-yaratici-kadini-sabine-weiss/","text/html; charset=UTF-8","403","Forbidden","2","14"
"https://twitter.com/intent/tweet?text=Cennetten%20Gelen%20Bir%20Ses:%20Anneke&via=sanatkaravani&url=https://sanatkaravani.com/cennetten-gelen-bir-ses-anneke/","text/html; charset=UTF-8","403","Forbidden","2","12"
"https://facebook.com/sanatkaravani","text/html; charset=""utf-8""","301","Moved Permanently","2","3064"
"https://wa.me/?text=Yaşama%20İsteği%20Üzerine%20/%20Matt%20Haig%20https://sanatkaravani.com/yasama-istegi-uzerine-matt-haig/","text/html; charset=utf-8","400","Bad Request","2","7"
"https://twitter.com/intent/tweet?text=Yaşama%20İsteği%20Üzerine%20/%20Matt%20Haig&via=sanatkaravani&url=https://sanatkaravani.com/yasama-istegi-uzerine-matt-haig/","text/html; charset=UTF-8","403","Forbidden","2","11"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/savasin-ve-yikimlarin-ortasinda-bir-fotografci-dmitri-kessel/","","0","Blocked by robots.txt","2","12"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/kadimlerin-sistine-sapeli-amazonun-uyur-guzeli/","","0","Blocked by robots.txt","3","12"
"https://twitter.com/intent/tweet?text=Kadimlerin%20Sistine%20Şapeli:%20Amazon’un%20Uyur%20Güzeli&via=sanatkaravani&url=https://sanatkaravani.com/kadimlerin-sistine-sapeli-amazonun-uyur-guzeli/","text/html; charset=UTF-8","403","Forbidden","3","12"
"https://wa.me/?text=Avrupa’nın%20En%20Bilinen%2015%20Kilisesi!%20https://sanatkaravani.com/avrupanin-en-bilinen-15-kilisesi/","text/html; charset=utf-8","400","Bad Request","3","13"
"https://twitter.com/intent/tweet?text=Geçmişten%20Günümüze%20Sanat%20Akımları&via=sanatkaravani&url=https://sanatkaravani.com/gecmisten-gunumuze-sanat-akimlari/","text/html; charset=UTF-8","403","Forbidden","3","20"
"https://twitter.com/intent/tweet?text=Avrupa’nın%20En%20Bilinen%2015%20Kilisesi!&via=sanatkaravani&url=https://sanatkaravani.com/avrupanin-en-bilinen-15-kilisesi/","text/html; charset=UTF-8","403","Forbidden","3","17"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/thomas-jorionun-gozunden-terk-edilmis-saraylar/","","0","Blocked by robots.txt","3","10"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/oyle-olmak-mi-oyle-gozukmek-mi-berlin-katedrali/","","0","Blocked by robots.txt","3","9"
"https://wa.me/?text=Geçmişten%20Günümüze%20Sanat%20Akımları%20https://sanatkaravani.com/gecmisten-gunumuze-sanat-akimlari/","text/html; charset=utf-8","400","Bad Request","3","17"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/etiyopyanin-kudusu-lalibela-kaya-oyma-kiliseleri/","","0","Blocked by robots.txt","3","13"
"https://wa.me/?text=Bir%20Ortaçağ%20Kilisesi:%20Bernardine%20https://sanatkaravani.com/bir-ortacag-kilisesi-bernardine/","text/html; charset=utf-8","400","Bad Request","3","8"
"https://wa.me/?text=Eyfel%20Kulesi’ni%20Satan%20Bir%20Dolandırıcı:%20Victor%20Lustig%20https://sanatkaravani.com/eyfel-kulesini-satan-bir-dolandirici-victor-lustig/","text/html; charset=utf-8","400","Bad Request","3","9"
"https://twitter.com/intent/tweet?text=Etiyopya’nın%20Kudüs’ü:%20Lalibela%20Kaya-Oyma%20Kiliseleri&via=sanatkaravani&url=https://sanatkaravani.com/etiyopyanin-kudusu-lalibela-kaya-oyma-kiliseleri/","text/html; charset=UTF-8","403","Forbidden","3","13"
"https://twitter.com/intent/tweet?text=Doğu%20Asya’nın%20İlginç%20Mimarisi:%20Bilim%20Çağı%20Guangzhou&via=sanatkaravani&url=https://sanatkaravani.com/dogu-asyanin-ilginc-mimarisi-bilim-cagi-guangzhou/","text/html; charset=UTF-8","403","Forbidden","3","11"
"https://instagram.com/sanatkaravani","text/html; charset=""utf-8""","302","Found","2","3064"
"https://wa.me/?text=Etiyopya’nın%20Kudüs’ü:%20Lalibela%20Kaya-Oyma%20Kiliseleri%20https://sanatkaravani.com/etiyopyanin-kudusu-lalibela-kaya-oyma-kiliseleri/","text/html; charset=utf-8","400","Bad Request","3","9"
"https://wa.me/?text=Thomas%20Jorion’un%20Gözünden%20Terk%20Edilmiş%20Saraylar%20https://sanatkaravani.com/thomas-jorionun-gozunden-terk-edilmis-saraylar/","text/html; charset=utf-8","400","Bad Request","3","6"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/bir-ortacag-kilisesi-bernardine/","","0","Blocked by robots.txt","3","12"
"http://www.sanatkaravani.store/","text/html; charset=UTF-8","301","Moved Permanently","2","4054"
"https://wa.me/?text=Kadimlerin%20Sistine%20Şapeli:%20Amazon’un%20Uyur%20Güzeli%20https://sanatkaravani.com/kadimlerin-sistine-sapeli-amazonun-uyur-guzeli/","text/html; charset=utf-8","400","Bad Request","3","8"
"https://twitter.com/intent/tweet?text=Thomas%20Jorion’un%20Gözünden%20Terk%20Edilmiş%20Saraylar&via=sanatkaravani&url=https://sanatkaravani.com/thomas-jorionun-gozunden-terk-edilmis-saraylar/","text/html; charset=UTF-8","403","Forbidden","3","10"
"https://twitter.com/intent/tweet?text=Bir%20Ortaçağ%20Kilisesi:%20Bernardine&via=sanatkaravani&url=https://sanatkaravani.com/bir-ortacag-kilisesi-bernardine/","text/html; charset=UTF-8","403","Forbidden","3","12"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/gecmisten-gunumuze-sanat-akimlari/","","0","Blocked by robots.txt","3","20"
"https://twitter.com/intent/tweet?text=Eyfel%20Kulesi’ni%20Satan%20Bir%20Dolandırıcı:%20Victor%20Lustig&via=sanatkaravani&url=https://sanatkaravani.com/eyfel-kulesini-satan-bir-dolandirici-victor-lustig/","text/html; charset=UTF-8","403","Forbidden","3","13"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/dogu-asyanin-ilginc-mimarisi-bilim-cagi-guangzhou/","","0","Blocked by robots.txt","3","11"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/eyfel-kulesini-satan-bir-dolandirici-victor-lustig/","","0","Blocked by robots.txt","3","13"
"https://wa.me/?text=Doğu%20Asya’nın%20İlginç%20Mimarisi:%20Bilim%20Çağı%20Guangzhou%20https://sanatkaravani.com/dogu-asyanin-ilginc-mimarisi-bilim-cagi-guangzhou/","text/html; charset=utf-8","400","Bad Request","3","7"
"https://twitter.com/intent/tweet?text=Öyle%20Olmak%20mı%20Öyle%20Gözükmek%20mi?:%20Berlin%20Katedrali&via=sanatkaravani&url=https://sanatkaravani.com/oyle-olmak-mi-oyle-gozukmek-mi-berlin-katedrali/","text/html; charset=UTF-8","403","Forbidden","3","9"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/avrupanin-en-bilinen-15-kilisesi/","","0","Blocked by robots.txt","3","17"
"https://wa.me/?text=Öyle%20Olmak%20mı%20Öyle%20Gözükmek%20mi?:%20Berlin%20Katedrali%20https://sanatkaravani.com/oyle-olmak-mi-oyle-gozukmek-mi-berlin-katedrali/","text/html; charset=utf-8","400","Bad Request","3","6"
"https://pinterest.com/pin/create/bookmarklet/?url=https://sanatkaravani.com/fotografin-etnologu-ferdinando-scianna/&media=https://sanatkaravani.com/wp-content/uploads/2021/11/SCF387-teaser-story-big-min.jpg","","0","Blocked by robots.txt","3","4"
"https://pinterest.com/pin/create/bookmarklet/?url=https://sanatkaravani.com/bir-dansa-davet-manifestosu-korkutuk/&media=https://sanatkaravani.com/wp-content/uploads/2022/08/yeni.jpg","","0","Blocked by robots.txt","3","4"
"https://pinterest.com/pin/create/bookmarklet/?url=https://sanatkaravani.com/cennetten-gelen-bir-ses-anneke/&media=https://sanatkaravani.com/wp-content/uploads/2021/12/28339-min.jpg","","0","Blocked by robots.txt","3","4"
"https://pinterest.com/pin/create/bookmarklet/?url=https://sanatkaravani.com/mutlu-ask-yoktur-louis-aragon/&media=https://sanatkaravani.com/wp-content/uploads/2022/02/luis-aragon.jpg","","0","Blocked by robots.txt","3","4"
"https://sanatkaravani.store/","text/html; charset=UTF-8","200","OK","3","417"
"http://www.agos.com.tr/tr/yazi/14203/12-suyun-hikyesi","text/html; charset=utf-8","302","Found","3","1"
"http://www.milliyetsanat.com/haberler/muzik/alper-tuzcu-nun-ikinci-albumu-cikiyor/10715","text/html","301","Moved Permanently","3","1"
"https://pinterest.com/pin/create/bookmarklet/?url=https://sanatkaravani.com/evrensel-ezgileriyle-genc-muzisyenlerin-ilham-kaynagi-alper-tuzcu/&media=https://sanatkaravani.com/wp-content/uploads/2021/07/ALPER-GITAR-sanat-karavani-ALPER-TUZCU.jpg","","0","Blocked by robots.txt","3","3"
"https://seogel.com/konyaalti-escort-bayanlar/","text/html; charset=utf8","200","OK","3","1"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/2021-drone-fotograf-yarismasindan-odullu-kareler/","","0","Blocked by robots.txt","3","11"
"https://www.facebook.com/sharer.php?u=https://sanatkaravani.com/netflix-turkiye-ekim-2021-takvimi/","","0","Blocked by robots.txt","3","11"
"https://twitter.com/intent/tweet?text=Netflix%20Türkiye%20Ekim%202021%20Takvimi&via=sanatkaravani&url=https://sanatkaravani.com/netflix-turkiye-ekim-2021-takvimi/","text/html; charset=UTF-8","403","Forbidden","3","11"
"https://wa.me/?text=2021%20Drone%20Fotoğraf%20Yarışmasından%20Ödüllü%20Kareler!%20https://sanatkaravani.com/2021-drone-fotograf-yarismasindan-odullu-kareler/","text/html; charset=utf-8","400","Bad Request","3","7"
"https://wa.me/?text=Netflix%20Türkiye%20Ekim%202021%20Takvimi%20https://sanatkaravani.com/netflix-turkiye-ekim-2021-takvimi/","text/html; charset=utf-8","400","Bad Request","3","7"
"https://secure.gravatar.com/avatar/d1e808bcd2673302b9141cee30259d45?s=232&d=mm&r=g","image/jpeg","200","OK","3","0"
"https://twitter.com/intent/tweet?text=2021%20Drone%20Fotoğraf%20Yarışmasından%20Ödüllü%20Kareler!&via=sanatkaravani&url=https://sanatkaravani.com/2021-drone-fotograf-yarismasindan-odullu-kareler/","text/html; charset=UTF-8","403","Forbidden","3","11"
"https://pinterest.com/pin/create/bookmarklet/?url=https://sanatkaravani.com/genis-genis-bir-deniz-jean-rhys/&media=https://sanatkaravani.com/wp-content/uploads/2021/11/mw80225-1.jpg","","0","Blocked by robots.txt","3","4"
"https://pinterest.com/pin/create/bookmarklet/?url=https://sanatkaravani.com/degisen-endustriyel-dunyayi-kadrajina-alan-fotografci-emil-otto-hoppe/&media=https://sanatkaravani.com/wp-content/uploads/2022/01/emil-otto-hoppe-unveiling-a-secret-06-min.jpg","","0","Blocked by robots.txt","3","4"
"https://pinterest.com/pin/create/bookmarklet/?url=https://sanatkaravani.com/progresif-rockin-dahileri-dream-theather/&media=https://sanatkaravani.com/wp-content/uploads/2021/07/dream-theater1.jpg","","0","Blocked by robots.txt","3","3"
"https://seogel.com/zonguldak-escort/","text/html; charset=utf8","200","OK","3","1"
"https://pinterest.com/pin/create/bookmarklet/?url=https://sanatkaravani.com/dunya-dillerini-sarkilarinda-bulusturan-sanatci-cigdem-aslan/&media=https://sanatkaravani.com/wp-content/uploads/2021/07/CIGDEM-2.jpg","","0","Blocked by robots.txt","3","4"
"https://twitter.com/intent/tweet?text=Tüm%20Zamanların%20En%20Ünlü%2020%20Ressamı%20ve%20Popüler%20Tabloları!&via=sanatkaravani&url=https://sanatkaravani.com/tum-zamanlarin-en-unlu-20-ressami-ve-populer-tablolari/","text/html; charset=UTF-8","403","Forbidden","3","13"
"http://www.agos.com.tr/tr/yazi/6044/anadoludan-yunanistana-surulen-ilk-multeci-rembetiko","text/html; charset=utf-8","302","Found","3","1"
"https://www.themagger.com/alper-tuzcu-roportaj/","text/html; charset=UTF-8","200","OK","3","1"
